Notes,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Age of Infant at Death,Age of Infant at Death Code,Gender,Gender Code,Year of Death,Year of Death Code,Deaths,Births,Death Rate
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2012,2012,0,1736,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2013,2013,0,1506,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2014,2014,0,1325,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2015,2015,0,1235,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2016,2016,0,1091,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2017,2017,0,923,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2018,2018,0,827,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2019,2019,0,894,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2020,2020,0,866,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2021,2021,0,927,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2007,2007,0,3184,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2008,2008,0,3009,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2009,2009,0,2569,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2010,2010,0,2272,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2011,2011,0,2086,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2012,2012,0,1936,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2013,2013,0,1592,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2014,2014,0,1444,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2015,2015,0,1265,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2016,2016,0,1162,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2017,2017,0,994,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2018,2018,0,909,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2019,2019,0,893,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2020,2020,0,899,0
,Under 15 years,15,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2021,2021,0,950,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2007,2007,0,3011,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2008,2008,0,2755,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2009,2009,0,2460,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2010,2010,0,2225,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2011,2011,0,1888,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2012,2012,0,1736,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2013,2013,0,1506,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2014,2014,0,1325,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2015,2015,0,1235,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2016,2016,0,1091,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2017,2017,0,923,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2018,2018,0,827,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2019,2019,0,894,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2020,2020,0,866,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2021,2021,0,927,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2007,2007,0,3184,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2008,2008,0,3009,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2009,2009,0,2569,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2010,2010,0,2272,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2011,2011,Suppressed,2086,Suppressed
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2012,2012,0,1936,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2013,2013,0,1592,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2014,2014,0,1444,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2015,2015,0,1265,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2016,2016,0,1162,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2017,2017,0,994,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2018,2018,0,909,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2019,2019,0,893,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2020,2020,0,899,0
,Under 15 years,15,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2021,2021,0,950,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2007,2007,0,3011,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2008,2008,0,2755,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2009,2009,0,2460,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2010,2010,0,2225,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2011,2011,0,1888,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2012,2012,0,1736,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2013,2013,0,1506,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2014,2014,0,1325,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2015,2015,0,1235,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2016,2016,0,1091,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2017,2017,0,923,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2018,2018,0,827,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2019,2019,0,894,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2020,2020,0,866,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2021,2021,0,927,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2007,2007,0,3184,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2008,2008,0,3009,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2009,2009,0,2569,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2010,2010,0,2272,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2011,2011,0,2086,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2012,2012,0,1936,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2013,2013,0,1592,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2014,2014,0,1444,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2015,2015,0,1265,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2016,2016,0,1162,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2017,2017,0,994,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2018,2018,0,909,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2019,2019,0,893,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2020,2020,0,899,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2021,2021,0,950,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2007,2007,0,3011,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2008,2008,0,2755,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2009,2009,0,2460,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2010,2010,0,2225,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2011,2011,0,1888,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2012,2012,0,1736,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2013,2013,0,1506,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2014,2014,0,1325,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2015,2015,0,1235,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2016,2016,0,1091,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2017,2017,0,923,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2018,2018,0,827,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2019,2019,0,894,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2020,2020,0,866,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2021,2021,0,927,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2007,2007,0,3184,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2008,2008,0,3009,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2009,2009,0,2569,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2010,2010,0,2272,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2011,2011,0,2086,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2012,2012,0,1936,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2013,2013,0,1592,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2014,2014,0,1444,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2015,2015,0,1265,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2016,2016,0,1162,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2017,2017,0,994,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2018,2018,0,909,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2019,2019,0,893,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2020,2020,0,899,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Male,M,2021,2021,0,950,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2007,2007,0,3011,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2008,2008,0,2755,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2009,2009,0,2460,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2010,2010,0,2225,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2011,2011,0,1888,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2012,2012,0,1736,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2013,2013,0,1506,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2014,2014,0,1325,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2015,2015,0,1235,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2016,2016,0,1091,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2017,2017,0,923,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2018,2018,0,827,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2019,2019,0,894,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2020,2020,0,866,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Female,F,2021,2021,0,927,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2007,2007,0,3184,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2008,2008,0,3009,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2009,2009,0,2569,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2010,2010,0,2272,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2011,2011,0,2086,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2012,2012,0,1936,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2013,2013,0,1592,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2014,2014,0,1444,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2015,2015,0,1265,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2016,2016,0,1162,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2017,2017,0,994,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2018,2018,0,909,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2019,2019,0,893,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2020,2020,0,899,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 6 days,3,Male,M,2021,2021,0,950,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,7 - 27 days,4,Female,F,2007,2007,0,3011,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,7 - 27 days,4,Female,F,2008,2008,0,2755,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,7 - 27 days,4,Female,F,2009,2009,0,2460,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,7 - 27 days,4,Female,F,2010,2010,0,2225,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,7 - 27 days,4,Female,F,2011,2011,0,1888,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,7 - 27 days,4,Female,F,2012,2012,0,1736,0
,Under 15 years,15,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,7 - 27 days,4,Female,F,2013,2013,0,1506,0
